cluster_consommateur;tyrep;nbre_repas_grp;code_role;nbre_repas_code;taux_code_apparaitre;libsougr;consommation;taux_conso_par_code
5;3;2437;BC;893;36.64;thé et infusions;91;10.19
5;3;2437;BF;2013;82.6;autre eau;121;6.01
5;3;2437;BF;2013;82.6;autres boissons fraîches;34;1.69
5;3;2437;BF;2013;82.6;bière;28;1.39
5;3;2437;BF;2013;82.6;boissons aux fruits;2;0.1
5;3;2437;BF;2013;82.6;cidre;8;0.4
5;3;2437;BF;2013;82.6;cocktails et mélanges;37;1.84
5;3;2437;BF;2013;82.6;eau de source;337;16.74
5;3;2437;BF;2013;82.6;eau du robinet;768;38.15
5;3;2437;BF;2013;82.6;eau minérale gazeuse;94;4.67
5;3;2437;BF;2013;82.6;eau minérale plate;396;19.67
5;3;2437;BF;2013;82.6;jus de fruits (purs et à base  de concentré);65;3.23
5;3;2437;BF;2013;82.6;nectars;4;0.2
5;3;2437;BF;2013;82.6;sodas et colas;41;2.04
5;3;2437;BF;2013;82.6;spiritueux et vins cuits;57;2.83
5;3;2437;BF;2013;82.6;vin;573;28.46
5;3;2437;C;993;40.75;condiments d'accompagnement;132;13.29
5;3;2437;C;993;40.75;condiments d'assaisonnement;286;28.8
5;3;2437;C;993;40.75;herbes aromatiques;142;14.3
5;3;2437;C;993;40.75;sauces;660;66.47
5;3;2437;C;993;40.75;sel et épices;131;13.19
5;3;2437;F;1834;75.26;autres céréales;7;0.38
5;3;2437;F;1834;75.26;autres produits de panification;16;0.87
5;3;2437;F;1834;75.26;biscottes et panification sèche;16;0.87
5;3;2437;F;1834;75.26;blé;56;3.05
5;3;2437;F;1834;75.26;pain;1339;73.01
5;3;2437;F;1834;75.26;pommes de terre et apparentés;518;28.24
5;3;2437;F;1834;75.26;pâtes alimentaires;240;13.09
5;3;2437;F;1834;75.26;pâtes pour pâtisserie prêtes à l'emploi;2;0.11
5;3;2437;F;1834;75.26;riz;194;10.58
5;3;2437;L;1666;68.36;champignons;96;5.76
5;3;2437;L;1666;68.36;choux;138;8.28
5;3;2437;L;1666;68.36;haricots verts et petits pois (légumes potagers);335;20.11
5;3;2437;L;1666;68.36;légumes feuilles;552;33.13
5;3;2437;L;1666;68.36;légumes fruits;506;30.37
5;3;2437;L;1666;68.36;légumes racines, tubercules ou bulbes;440;26.41
5;3;2437;L;1666;68.36;légumes tiges;116;6.96
5;3;2437;L;1666;68.36;mélanges de légumes, légumes préparés et autres légumes;213;12.79
5;3;2437;MG;1425;58.47;autres graisses;26;1.82
5;3;2437;MG;1425;58.47;beurre;705;49.47
5;3;2437;MG;1425;58.47;huile;918;64.42
5;3;2437;MG;1425;58.47;margarine;316;22.18
5;3;2437;P;1905;78.17;abats;36;1.89
5;3;2437;P;1905;78.17;agneau;65;3.41
5;3;2437;P;1905;78.17;autre charcuterie ou charcuterie  sans précision;12;0.63
5;3;2437;P;1905;78.17;autre viande;28;1.47
5;3;2437;P;1905;78.17;autres fruits de mer ou fruits de mer sans précision;11;0.58
5;3;2437;P;1905;78.17;autres poissons ou poissons sans précision;64;3.36
5;3;2437;P;1905;78.17;boeuf en pièces ou haché;391;20.52
5;3;2437;P;1905;78.17;crustacés;45;2.36
5;3;2437;P;1905;78.17;fruits secs et châtaignes;25;1.31
5;3;2437;P;1905;78.17;gibier;12;0.63
5;3;2437;P;1905;78.17;jambons et charcuteries en pièces;216;11.34
5;3;2437;P;1905;78.17;légumes secs;92;4.83
5;3;2437;P;1905;78.17;légumes secs préparés;15;0.79
5;3;2437;P;1905;78.17;mollusques et coquillage;56;2.94
5;3;2437;P;1905;78.17;mélanges;2;0.1
5;3;2437;P;1905;78.17;oeufs et dérivés;173;9.08
5;3;2437;P;1905;78.17;oléagineux et graines;38;1.99
5;3;2437;P;1905;78.17;poissons d'eau douce;2;0.1
5;3;2437;P;1905;78.17;poissons de mer;265;13.91
5;3;2437;P;1905;78.17;porc;196;10.29
5;3;2437;P;1905;78.17;produits dérivés des poissons;69;3.62
5;3;2437;P;1905;78.17;pâtés, terrines, rillettes et foie gras;67;3.52
5;3;2437;P;1905;78.17;saucisses, saucissons, andouilles et boudins;210;11.02
5;3;2437;P;1905;78.17;veau;95;4.99
5;3;2437;P;1905;78.17;volailles et lapins;284;14.91
5;3;2437;PC;624;25.61;autres sandwichs;29;4.65
5;3;2437;PC;624;25.61;beignets, crêpes et bouchées à la reine;28;4.49
5;3;2437;PC;624;25.61;bouillons;16;2.56
5;3;2437;PC;624;25.61;feuilletés et friands;17;2.72
5;3;2437;PC;624;25.61;garnitures composées;35;5.61
5;3;2437;PC;624;25.61;hamburgers et hot-dog;17;2.72
5;3;2437;PC;624;25.61;pizzas;36;5.77
5;3;2437;PC;624;25.61;plats garnis à base de viande;109;17.47
5;3;2437;PC;624;25.61;plats sans garniture;61;9.78
5;3;2437;PC;624;25.61;plats à base de fromage;4;0.64
5;3;2437;PC;624;25.61;plats à base de légumes;85;13.62
5;3;2437;PC;624;25.61;plats à base de pâtes ou de pommes de terre;107;17.15
5;3;2437;PC;624;25.61;potages et soupes;51;8.17
5;3;2437;PC;624;25.61;quiches et tartes salées;31;4.97
5;3;2437;PC;624;25.61;sandwichs baguette;39;6.25
5;3;2437;PL;1322;54.25;autre lait;4;0.3
5;3;2437;PL;1322;54.25;autres fromages ou fromage sans précision;1;0.08
5;3;2437;PL;1322;54.25;crème fraîche;143;10.82
5;3;2437;PL;1322;54.25;fromage blanc et petits suisses;100;7.56
5;3;2437;PL;1322;54.25;fromages affinés;813;61.5
5;3;2437;PL;1322;54.25;fromages fondus;40;3.03
5;3;2437;PL;1322;54.25;fromages frais non affinés;49;3.71
5;3;2437;PL;1322;54.25;lait concentré ou en poudre;3;0.23
5;3;2437;PL;1322;54.25;lait en bouteille ou en brique;26;1.97
5;3;2437;PL;1322;54.25;yaourts et assimilés;349;26.4
5;3;2437;PS;1695;69.55;autres céréales pour petit déjeuner;1;0.06
5;3;2437;PS;1695;69.55;barres chocolatées;1;0.06
5;3;2437;PS;1695;69.55;barres céréalières;2;0.12
5;3;2437;PS;1695;69.55;beignets, crêpes et gaufres;18;1.06
5;3;2437;PS;1695;69.55;biscuits salés pour apéritif;45;2.65
5;3;2437;PS;1695;69.55;biscuits sucrés;26;1.53
5;3;2437;PS;1695;69.55;chocolat en tablettes;106;6.25
5;3;2437;PS;1695;69.55;compotes;73;4.31
5;3;2437;PS;1695;69.55;crème dessert et lait gélifié;89;5.25
5;3;2437;PS;1695;69.55;céréales aux fruits frais ou secs;1;0.06
5;3;2437;PS;1695;69.55;desserts glacés;5;0.29
5;3;2437;PS;1695;69.55;entremets;94;5.55
5;3;2437;PS;1695;69.55;fruits;1201;70.86
5;3;2437;PS;1695;69.55;fruits au sirop;24;1.42
5;3;2437;PS;1695;69.55;glaces;49;2.89
5;3;2437;PS;1695;69.55;gâteaux;104;6.14
5;3;2437;PS;1695;69.55;pâte chocolatée à tartiner;1;0.06
5;3;2437;PS;1695;69.55;pâtisseries et tartes;126;7.43
5;3;2437;PS;1695;69.55;sorbets;4;0.24
5;3;2437;PS;1695;69.55;viennoiserie;12;0.71
5;3;2437;S;448;18.38;confiserie;14;3.12
5;3;2437;S;448;18.38;confiture et miel;24;5.36
5;3;2437;S;448;18.38;sucre et assimilés;419;93.53
5;4;1760;A;43;2.44;aliments destinés à une alimentation particulière;43;100.0
5;4;1760;BC;679;38.58;cacao, poudres et boissons cacaotées;13;1.91
5;4;1760;BC;679;38.58;café;349;51.4
5;4;1760;BC;679;38.58;chicorée et poudre maltée;21;3.09
5;4;1760;BC;679;38.58;thé et infusions;307;45.21
5;4;1760;BF;1180;67.05;autre eau;66;5.59
5;4;1760;BF;1180;67.05;autres boissons fraîches;66;5.59
5;4;1760;BF;1180;67.05;bière;67;5.68
5;4;1760;BF;1180;67.05;boissons aux fruits;2;0.17
5;4;1760;BF;1180;67.05;cidre;10;0.85
5;4;1760;BF;1180;67.05;cocktails et mélanges;21;1.78
5;4;1760;BF;1180;67.05;eau de source;192;16.27
5;4;1760;BF;1180;67.05;eau du robinet;386;32.71
5;4;1760;BF;1180;67.05;eau minérale gazeuse;86;7.29
5;4;1760;BF;1180;67.05;eau minérale plate;290;24.58
5;4;1760;BF;1180;67.05;jus de fruits (purs et à base  de concentré);72;6.1
5;4;1760;BF;1180;67.05;nectars;5;0.42
5;4;1760;BF;1180;67.05;sodas et colas;54;4.58
5;4;1760;BF;1180;67.05;spiritueux et vins cuits;13;1.1
5;4;1760;BF;1180;67.05;vin;25;2.12
5;4;1760;C;7;0.4;condiments d'accompagnement;5;71.43
5;4;1760;C;7;0.4;condiments d'assaisonnement;1;14.29
5;4;1760;C;7;0.4;herbes aromatiques;2;28.57
5;4;1760;F;109;6.19;autres céréales;4;3.67
5;4;1760;F;109;6.19;biscottes et panification sèche;16;14.68
5;4;1760;F;109;6.19;blé;2;1.83
5;4;1760;F;109;6.19;pain;85;77.98
5;4;1760;F;109;6.19;pommes de terre et apparentés;2;1.83
5;4;1760;L;6;0.34;légumes fruits;2;33.33
5;4;1760;L;6;0.34;légumes racines, tubercules ou bulbes;4;66.67
5;4;1760;MG;29;1.65;beurre;13;44.83
5;4;1760;MG;29;1.65;margarine;16;55.17
5;4;1760;P;44;2.5;autre charcuterie ou charcuterie  sans précision;1;2.27
5;4;1760;P;44;2.5;fruits secs et châtaignes;13;29.55
5;4;1760;P;44;2.5;jambons et charcuteries en pièces;2;4.55
5;4;1760;P;44;2.5;mélanges;6;13.64
5;4;1760;P;44;2.5;oléagineux et graines;17;38.64
5;4;1760;P;44;2.5;produits dérivés des poissons;1;2.27
5;4;1760;P;44;2.5;pâtés, terrines, rillettes et foie gras;3;6.82
5;4;1760;P;44;2.5;saucisses, saucissons, andouilles et boudins;5;11.36
5;4;1760;PC;14;0.8;autres sandwichs;2;14.29
5;4;1760;PC;14;0.8;bouillons;3;21.43
5;4;1760;PC;14;0.8;hamburgers et hot-dog;2;14.29
5;4;1760;PC;14;0.8;pizzas;1;7.14
5;4;1760;PC;14;0.8;potages et soupes;1;7.14
5;4;1760;PC;14;0.8;quiches et tartes salées;2;14.29
5;4;1760;PC;14;0.8;sandwichs baguette;3;21.43
5;4;1760;PL;147;8.35;autre lait;2;1.36
5;4;1760;PL;147;8.35;crème fraîche;1;0.68
5;4;1760;PL;147;8.35;fromage blanc et petits suisses;11;7.48
5;4;1760;PL;147;8.35;fromages affinés;24;16.33
5;4;1760;PL;147;8.35;fromages fondus;1;0.68
5;4;1760;PL;147;8.35;fromages frais non affinés;2;1.36
5;4;1760;PL;147;8.35;lait aromatisé;1;0.68
5;4;1760;PL;147;8.35;lait concentré ou en poudre;4;2.72
5;4;1760;PL;147;8.35;lait en bouteille ou en brique;48;32.65
5;4;1760;PL;147;8.35;yaourts et assimilés;57;38.78
5;4;1760;PS;747;42.44;autres céréales pour petit déjeuner;1;0.13
5;4;1760;PS;747;42.44;barres chocolatées;12;1.61
5;4;1760;PS;747;42.44;barres céréalières;18;2.41
5;4;1760;PS;747;42.44;beignets, crêpes et gaufres;28;3.75
5;4;1760;PS;747;42.44;biscuits salés pour apéritif;16;2.14
5;4;1760;PS;747;42.44;biscuits sucrés;115;15.39
5;4;1760;PS;747;42.44;chocolat en tablettes;130;17.4
5;4;1760;PS;747;42.44;compotes;11;1.47
5;4;1760;PS;747;42.44;crème dessert et lait gélifié;9;1.2
5;4;1760;PS;747;42.44;céréales aux fruits frais ou secs;1;0.13
5;4;1760;PS;747;42.44;céréales chocolatées;1;0.13
5;4;1760;PS;747;42.44;céréales sucrées, glacées ou au miel;9;1.2
5;4;1760;PS;747;42.44;desserts glacés;1;0.13
5;4;1760;PS;747;42.44;entremets;11;1.47
5;4;1760;PS;747;42.44;fruits;299;40.03
5;4;1760;PS;747;42.44;fruits au sirop;3;0.4
5;4;1760;PS;747;42.44;glaces;14;1.87
5;4;1760;PS;747;42.44;gâteaux;110;14.73
5;4;1760;PS;747;42.44;pâte chocolatée à tartiner;8;1.07
5;4;1760;PS;747;42.44;pâtisseries et tartes;33;4.42
5;4;1760;PS;747;42.44;sorbets;2;0.27
5;4;1760;PS;747;42.44;viennoiserie;44;5.89
5;4;1760;S;270;15.34;confiserie;64;23.7
5;4;1760;S;270;15.34;confiture et miel;35;12.96
5;4;1760;S;270;15.34;sucre et assimilés;188;69.63
5;5;2454;A;51;2.08;aliments destinés à une alimentation particulière;51;100.0
5;5;2454;BC;267;10.88;cacao, poudres et boissons cacaotées;6;2.25
5;5;2454;BC;267;10.88;café;203;76.03
5;5;2454;BC;267;10.88;chicorée et poudre maltée;5;1.87
5;5;2454;BC;267;10.88;thé et infusions;55;20.6
5;5;2454;BF;2005;81.7;autre eau;133;6.63
5;5;2454;BF;2005;81.7;autres boissons fraîches;38;1.9
5;5;2454;BF;2005;81.7;bière;34;1.7
5;5;2454;BF;2005;81.7;boissons aux fruits;2;0.1
5;5;2454;BF;2005;81.7;cidre;22;1.1
5;5;2454;BF;2005;81.7;cocktails et mélanges;51;2.54
5;5;2454;BF;2005;81.7;eau de source;335;16.71
5;5;2454;BF;2005;81.7;eau du robinet;722;36.01
5;5;2454;BF;2005;81.7;eau minérale gazeuse;81;4.04
5;5;2454;BF;2005;81.7;eau minérale plate;392;19.55
5;5;2454;BF;2005;81.7;jus de fruits (purs et à base  de concentré);43;2.14
5;5;2454;BF;2005;81.7;sodas et colas;44;2.19
5;5;2454;BF;2005;81.7;spiritueux et vins cuits;71;3.54
5;5;2454;BF;2005;81.7;vin;530;26.43
5;5;2454;C;900;36.67;condiments d'accompagnement;117;13.0
5;5;2454;C;900;36.67;condiments d'assaisonnement;234;26.0
5;5;2454;C;900;36.67;herbes aromatiques;94;10.44
5;5;2454;C;900;36.67;sauces;586;65.11
5;5;2454;C;900;36.67;sel et épices;129;14.33
5;5;2454;F;1626;66.26;autres céréales;5;0.31
5;5;2454;F;1626;66.26;autres produits de panification;12;0.74
5;5;2454;F;1626;66.26;biscottes et panification sèche;31;1.91
5;5;2454;F;1626;66.26;blé;46;2.83
5;5;2454;F;1626;66.26;pain;1233;75.83
5;5;2454;F;1626;66.26;pommes de terre et apparentés;297;18.27
5;5;2454;F;1626;66.26;pâtes alimentaires;221;13.59
5;5;2454;F;1626;66.26;pâtes pour pâtisserie prêtes à l'emploi;1;0.06
5;5;2454;F;1626;66.26;riz;125;7.69
5;5;2454;L;1376;56.07;champignons;48;3.49
5;5;2454;L;1376;56.07;choux;53;3.85
5;5;2454;L;1376;56.07;haricots verts et petits pois (légumes potagers);156;11.34
5;5;2454;L;1376;56.07;légumes feuilles;676;49.13
5;5;2454;L;1376;56.07;légumes fruits;404;29.36
5;5;2454;L;1376;56.07;légumes racines, tubercules ou bulbes;261;18.97
5;5;2454;L;1376;56.07;légumes tiges;79;5.74
5;5;2454;L;1376;56.07;mélanges de légumes, légumes préparés et autres légumes;125;9.08
5;5;2454;MG;1136;46.29;autres graisses;10;0.88
5;5;2454;MG;1136;46.29;beurre;509;44.81
5;5;2454;MG;1136;46.29;huile;791;69.63
5;5;2454;MG;1136;46.29;margarine;185;16.29
5;5;2454;P;1550;63.16;abats;26;1.68
5;5;2454;P;1550;63.16;agneau;25;1.61
5;5;2454;P;1550;63.16;autre charcuterie ou charcuterie  sans précision;28;1.81
5;5;2454;P;1550;63.16;autre viande;11;0.71
5;5;2454;P;1550;63.16;autres fruits de mer ou fruits de mer sans précision;5;0.32
5;5;2454;P;1550;63.16;autres poissons ou poissons sans précision;36;2.32
5;5;2454;P;1550;63.16;boeuf en pièces ou haché;167;10.77
5;5;2454;P;1550;63.16;crustacés;46;2.97
5;5;2454;P;1550;63.16;fruits secs et châtaignes;12;0.77
5;5;2454;P;1550;63.16;gibier;7;0.45
5;5;2454;P;1550;63.16;jambons et charcuteries en pièces;402;25.94
5;5;2454;P;1550;63.16;légumes secs;35;2.26
5;5;2454;P;1550;63.16;légumes secs préparés;8;0.52
5;5;2454;P;1550;63.16;mollusques et coquillage;44;2.84
5;5;2454;P;1550;63.16;mélanges;6;0.39
5;5;2454;P;1550;63.16;oeufs et dérivés;225;14.52
5;5;2454;P;1550;63.16;oléagineux et graines;51;3.29
5;5;2454;P;1550;63.16;poissons d'eau douce;2;0.13
5;5;2454;P;1550;63.16;poissons de mer;177;11.42
5;5;2454;P;1550;63.16;porc;85;5.48
5;5;2454;P;1550;63.16;produits dérivés des poissons;54;3.48
5;5;2454;P;1550;63.16;pâtés, terrines, rillettes et foie gras;99;6.39
5;5;2454;P;1550;63.16;saucisses, saucissons, andouilles et boudins;185;11.94
5;5;2454;P;1550;63.16;veau;31;2.0
5;5;2454;P;1550;63.16;volailles et lapins;141;9.1
5;5;2454;PC;1066;43.44;autres sandwichs;33;3.1
5;5;2454;PC;1066;43.44;beignets, crêpes et bouchées à la reine;54;5.07
5;5;2454;PC;1066;43.44;bouillons;34;3.19
5;5;2454;PC;1066;43.44;feuilletés et friands;18;1.69
5;5;2454;PC;1066;43.44;garnitures composées;31;2.91
5;5;2454;PC;1066;43.44;hamburgers et hot-dog;6;0.56
5;5;2454;PC;1066;43.44;pizzas;83;7.79
5;5;2454;PC;1066;43.44;plats garnis à base de viande;74;6.94
5;5;2454;PC;1066;43.44;plats sans garniture;35;3.28
5;5;2454;PC;1066;43.44;plats à base de fromage;3;0.28
5;5;2454;PC;1066;43.44;plats à base de légumes;64;6.0
5;5;2454;PC;1066;43.44;plats à base de pâtes ou de pommes de terre;102;9.57
5;5;2454;PC;1066;43.44;potages et soupes;532;49.91
5;5;2454;PC;1066;43.44;quiches et tartes salées;77;7.22
5;5;2454;PC;1066;43.44;sandwichs baguette;16;1.5
5;5;2454;PL;1405;57.25;autre lait;1;0.07
5;5;2454;PL;1405;57.25;autres fromages ou fromage sans précision;13;0.93
5;5;2454;PL;1405;57.25;crème fraîche;121;8.61
5;5;2454;PL;1405;57.25;fromage blanc et petits suisses;142;10.11
5;5;2454;PL;1405;57.25;fromages affinés;720;51.25
5;5;2454;PL;1405;57.25;fromages fondus;36;2.56
5;5;2454;PL;1405;57.25;fromages frais non affinés;59;4.2
5;5;2454;PL;1405;57.25;lait concentré ou en poudre;1;0.07
5;5;2454;PL;1405;57.25;lait en bouteille ou en brique;27;1.92
5;5;2454;PL;1405;57.25;yaourts et assimilés;503;35.8
5;5;2454;PS;1566;63.81;autres céréales pour petit déjeuner;5;0.32
5;5;2454;PS;1566;63.81;barres chocolatées;2;0.13
5;5;2454;PS;1566;63.81;beignets, crêpes et gaufres;36;2.3
5;5;2454;PS;1566;63.81;biscuits salés pour apéritif;54;3.45
5;5;2454;PS;1566;63.81;biscuits sucrés;21;1.34
5;5;2454;PS;1566;63.81;chocolat en tablettes;76;4.85
5;5;2454;PS;1566;63.81;compotes;102;6.51
5;5;2454;PS;1566;63.81;crème dessert et lait gélifié;119;7.6
5;5;2454;PS;1566;63.81;céréales aux fruits frais ou secs;1;0.06
5;5;2454;PS;1566;63.81;desserts glacés;5;0.32
5;5;2454;PS;1566;63.81;entremets;81;5.17
5;5;2454;PS;1566;63.81;fruits;1061;67.75
5;5;2454;PS;1566;63.81;fruits au sirop;23;1.47
5;5;2454;PS;1566;63.81;glaces;60;3.83
5;5;2454;PS;1566;63.81;gâteaux;90;5.75
5;5;2454;PS;1566;63.81;pâte chocolatée à tartiner;9;0.57
5;5;2454;PS;1566;63.81;pâtisseries et tartes;66;4.21
5;5;2454;PS;1566;63.81;sorbets;12;0.77
5;5;2454;PS;1566;63.81;viennoiserie;15;0.96
5;5;2454;S;324;13.2;confiserie;13;4.01
5;5;2454;S;324;13.2;confiture et miel;64;19.75
5;5;2454;S;324;13.2;sucre et assimilés;265;81.79
6;1;1388;A;79;5.69;aliments destinés à une alimentation particulière;79;100.0
6;1;1388;BC;1275;91.86;cacao, poudres et boissons cacaotées;112;8.78
6;1;1388;BC;1275;91.86;café;881;69.1
6;1;1388;BC;1275;91.86;chicorée et poudre maltée;104;8.16
6;1;1388;BC;1275;91.86;thé et infusions;214;16.78
6;1;1388;BF;565;40.71;autre eau;20;3.54
6;1;1388;BF;565;40.71;autres boissons fraîches;6;1.06
6;1;1388;BF;565;40.71;boissons aux fruits;13;2.3
6;1;1388;BF;565;40.71;eau de source;51;9.03
6;1;1388;BF;565;40.71;eau du robinet;151;26.73
6;1;1388;BF;565;40.71;eau minérale gazeuse;9;1.59
6;1;1388;BF;565;40.71;eau minérale plate;47;8.32
6;1;1388;BF;565;40.71;jus de fruits (purs et à base  de concentré);285;50.44
6;1;1388;BF;565;40.71;nectars;7;1.24
6;1;1388;BF;565;40.71;sodas et colas;1;0.18
6;1;1388;C;2;0.14;condiments d'accompagnement;1;50.0
6;1;1388;C;2;0.14;sauces;1;50.0
6;1;1388;F;799;57.56;biscottes et panification sèche;168;21.03
6;1;1388;F;799;57.56;pain;644;80.6
6;1;1388;L;6;0.43;légumes feuilles;2;33.33
6;1;1388;L;6;0.43;légumes fruits;1;16.67
6;1;1388;L;6;0.43;légumes racines, tubercules ou bulbes;2;33.33
6;1;1388;L;6;0.43;mélanges de légumes, légumes préparés et autres légumes;1;16.67
6;1;1388;MG;588;42.36;beurre;470;79.93
6;1;1388;MG;588;42.36;huile;13;2.21
6;1;1388;MG;588;42.36;margarine;109;18.54
6;1;1388;P;47;3.39;autres poissons ou poissons sans précision;1;2.13
6;1;1388;P;47;3.39;crustacés;1;2.13
6;1;1388;P;47;3.39;fruits secs et châtaignes;13;27.66
6;1;1388;P;47;3.39;jambons et charcuteries en pièces;8;17.02
6;1;1388;P;47;3.39;légumes secs;1;2.13
6;1;1388;P;47;3.39;mélanges;2;4.26
6;1;1388;P;47;3.39;oeufs et dérivés;9;19.15
6;1;1388;P;47;3.39;oléagineux et graines;4;8.51
6;1;1388;P;47;3.39;poissons de mer;1;2.13
6;1;1388;P;47;3.39;pâtés, terrines, rillettes et foie gras;3;6.38
6;1;1388;P;47;3.39;saucisses, saucissons, andouilles et boudins;4;8.51
6;1;1388;P;47;3.39;volailles et lapins;2;4.26
6;1;1388;PC;1;0.07;sandwichs baguette;1;100.0
6;1;1388;PL;576;41.5;autre lait;7;1.22
6;1;1388;PL;576;41.5;autres fromages ou fromage sans précision;2;0.35
6;1;1388;PL;576;41.5;fromage blanc et petits suisses;18;3.12
6;1;1388;PL;576;41.5;fromages affinés;57;9.9
6;1;1388;PL;576;41.5;fromages fondus;1;0.17
6;1;1388;PL;576;41.5;fromages frais non affinés;7;1.22
6;1;1388;PL;576;41.5;lait concentré ou en poudre;20;3.47
6;1;1388;PL;576;41.5;lait en bouteille ou en brique;419;72.74
6;1;1388;PL;576;41.5;yaourts et assimilés;119;20.66
6;1;1388;PS;501;36.1;autres céréales pour petit déjeuner;12;2.4
6;1;1388;PS;501;36.1;barres chocolatées;2;0.4
6;1;1388;PS;501;36.1;beignets, crêpes et gaufres;19;3.79
6;1;1388;PS;501;36.1;biscuits sucrés;51;10.18
6;1;1388;PS;501;36.1;chocolat en tablettes;29;5.79
6;1;1388;PS;501;36.1;compotes;14;2.79
6;1;1388;PS;501;36.1;crème dessert et lait gélifié;6;1.2
6;1;1388;PS;501;36.1;céréales aux fruits frais ou secs;22;4.39
6;1;1388;PS;501;36.1;céréales chocolatées;5;1.0
6;1;1388;PS;501;36.1;céréales sucrées, glacées ou au miel;29;5.79
6;1;1388;PS;501;36.1;desserts glacés;1;0.2
6;1;1388;PS;501;36.1;entremets;3;0.6
6;1;1388;PS;501;36.1;fruits;166;33.13
6;1;1388;PS;501;36.1;gâteaux;26;5.19
6;1;1388;PS;501;36.1;pâte chocolatée à tartiner;16;3.19
6;1;1388;PS;501;36.1;pâtisseries et tartes;5;1.0
6;1;1388;PS;501;36.1;viennoiserie;195;38.92
6;1;1388;S;935;67.36;confiserie;1;0.11
6;1;1388;S;935;67.36;confiture et miel;416;44.49
6;1;1388;S;935;67.36;sucre et assimilés;694;74.22
6;3;1420;A;48;3.38;aliments destinés à une alimentation particulière;48;100.0
6;3;1420;BC;531;37.39;cacao, poudres et boissons cacaotées;1;0.19
6;3;1420;BC;531;37.39;café;502;94.54
6;3;1420;BC;531;37.39;chicorée et poudre maltée;3;0.56
6;3;1420;BC;531;37.39;thé et infusions;25;4.71
6;3;1420;BF;1246;87.75;autre eau;42;3.37
6;3;1420;BF;1246;87.75;autres boissons fraîches;33;2.65
6;3;1420;BF;1246;87.75;bière;40;3.21
6;3;1420;BF;1246;87.75;boissons aux fruits;6;0.48
6;3;1420;BF;1246;87.75;cidre;4;0.32
6;3;1420;BF;1246;87.75;cocktails et mélanges;40;3.21
6;3;1420;BF;1246;87.75;eau de source;223;17.9
6;3;1420;BF;1246;87.75;eau du robinet;412;33.07
6;3;1420;BF;1246;87.75;eau minérale gazeuse;62;4.98
6;3;1420;BF;1246;87.75;eau minérale plate;214;17.17
6;3;1420;BF;1246;87.75;jus de fruits (purs et à base  de concentré);44;3.53
6;3;1420;BF;1246;87.75;sodas et colas;61;4.9
6;3;1420;BF;1246;87.75;spiritueux et vins cuits;32;2.57
6;3;1420;BF;1246;87.75;vin;359;28.81
6;3;1420;C;444;31.27;condiments d'accompagnement;70;15.77
6;3;1420;C;444;31.27;condiments d'assaisonnement;71;15.99
6;3;1420;C;444;31.27;herbes aromatiques;40;9.01
6;3;1420;C;444;31.27;sauces;311;70.05
6;3;1420;C;444;31.27;sel et épices;64;14.41
6;3;1420;F;1078;75.92;autres céréales;5;0.46
6;3;1420;F;1078;75.92;autres produits de panification;6;0.56
6;3;1420;F;1078;75.92;biscottes et panification sèche;6;0.56
6;3;1420;F;1078;75.92;blé;20;1.86
6;3;1420;F;1078;75.92;pain;726;67.35
6;3;1420;F;1078;75.92;pommes de terre et apparentés;361;33.49
6;3;1420;F;1078;75.92;pâtes alimentaires;199;18.46
6;3;1420;F;1078;75.92;pâtes pour pâtisserie prêtes à l'emploi;1;0.09
6;3;1420;F;1078;75.92;riz;108;10.02
6;3;1420;L;635;44.72;champignons;31;4.88
6;3;1420;L;635;44.72;choux;47;7.4
6;3;1420;L;635;44.72;haricots verts et petits pois (légumes potagers);110;17.32
6;3;1420;L;635;44.72;légumes feuilles;239;37.64
6;3;1420;L;635;44.72;légumes fruits;125;19.69
6;3;1420;L;635;44.72;légumes racines, tubercules ou bulbes;154;24.25
6;3;1420;L;635;44.72;légumes tiges;33;5.2
6;3;1420;L;635;44.72;mélanges de légumes, légumes préparés et autres légumes;60;9.45
6;3;1420;MG;707;49.79;autres graisses;9;1.27
6;3;1420;MG;707;49.79;beurre;411;58.13
6;3;1420;MG;707;49.79;huile;356;50.35
6;3;1420;MG;707;49.79;margarine;188;26.59
6;3;1420;P;1037;73.03;abats;28;2.7
6;3;1420;P;1037;73.03;agneau;36;3.47
6;3;1420;P;1037;73.03;autre charcuterie ou charcuterie  sans précision;7;0.68
6;3;1420;P;1037;73.03;autre viande;7;0.68
6;3;1420;P;1037;73.03;autres fruits de mer ou fruits de mer sans précision;3;0.29
6;3;1420;P;1037;73.03;autres poissons ou poissons sans précision;20;1.93
6;3;1420;P;1037;73.03;boeuf en pièces ou haché;219;21.12
6;3;1420;P;1037;73.03;crustacés;23;2.22
6;3;1420;P;1037;73.03;fruits secs et châtaignes;20;1.93
6;3;1420;P;1037;73.03;gibier;4;0.39
6;3;1420;P;1037;73.03;jambons et charcuteries en pièces;152;14.66
6;3;1420;P;1037;73.03;légumes secs;48;4.63
6;3;1420;P;1037;73.03;légumes secs préparés;11;1.06
6;3;1420;P;1037;73.03;mollusques et coquillage;27;2.6
6;3;1420;P;1037;73.03;mélanges;1;0.1
6;3;1420;P;1037;73.03;oeufs et dérivés;90;8.68
6;3;1420;P;1037;73.03;oléagineux et graines;17;1.64
6;3;1420;P;1037;73.03;poissons de mer;120;11.57
